2020-04-21T19:20:07.630618(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.654493(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.680012(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.705280(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.730468(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.756071(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.781037(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.806976(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.831768(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.857388(-0.45861947536468506,)(0.009169340133666992,)(-0.026338577270507812,)(-0.0611334890127182,)(0.12017838656902313,)(-0.9915529489517212,)
2020-04-21T19:20:07.884390(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.09872967004776001,)(0.1759265810251236,)(-0.9801326394081116,)
2020-04-21T19:20:07.908022(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:07.933445(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:07.958949(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:07.984096(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:08.009943(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:08.034031(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:08.060129(-0.5066205263137817,)(0.031394004821777344,)(0.28281307220458984,)(0.13639868795871735,)(0.10483194142580032,)(-0.9857805371284485,)
2020-04-21T19:20:08.084708(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.109789(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.135468(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.160409(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.186672(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.211401(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.237160(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.261916(-0.14645493030548096,)(0.31769096851348877,)(0.02360057830810547,)(0.08460356295108795,)(0.11511151492595673,)(-0.9904288053512573,)
2020-04-21T19:20:08.287393(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.312644(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.339096(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.363794(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.390607(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.414204(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.440830(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.465039(0.11443769931793213,)(-0.0016188621520996094,)(0.28163719177246094,)(-0.07913313806056976,)(0.22430294752120972,)(-0.9719998240470886,)
2020-04-21T19:20:08.490477(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.515552(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.541145(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.566268(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.591697(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.616979(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.642410(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.667613(0.28907305002212524,)(-0.11319875717163086,)(-0.13991069793701172,)(-0.06912656873464584,)(0.14891661703586578,)(-0.9871186017990112,)
2020-04-21T19:20:08.692327(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.717731(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.741880(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.767260(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.792468(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.817722(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.843399(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.868985(0.017570555210113525,)(0.20004397630691528,)(-0.011117935180664062,)(-0.0729668140411377,)(0.07832958549261093,)(-0.9949361085891724,)
2020-04-21T19:20:08.893856(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:08.919724(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:08.944545(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:08.969794(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:08.996447(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:09.022052(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:09.044964(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:09.070873(-0.008654922246932983,)(0.05466914176940918,)(-0.03413105010986328,)(-0.0762692540884018,)(0.06336305290460587,)(-0.995753824710846,)
2020-04-21T19:20:09.095991(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.121562(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.146853(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.173524(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.198694(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.225277(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.249630(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.275055(0.0694625973701477,)(-0.027298033237457275,)(0.0060138702392578125,)(-0.07663552463054657,)(0.03476949408650398,)(-0.997133731842041,)
2020-04-21T19:20:09.300723(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.326261(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.351129(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.376877(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.402150(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.426731(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.451798(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.477990(0.05030381679534912,)(0.07244138419628143,)(0.05112457275390625,)(-0.07103206217288971,)(0.02124498039484024,)(-0.9979280829429626,)
2020-04-21T19:20:09.502368(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.527982(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.553170(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.578466(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.604035(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.630449(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.654528(-0.1079883873462677,)(0.07178810238838196,)(-0.0086517333984375,)(-0.07816575467586517,)(0.006422678008675575,)(-0.9976003170013428,)
2020-04-21T19:20:09.681011(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.705238(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.731678(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.756125(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.781493(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.808583(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.832410(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.860241(-0.03462907671928406,)(-0.0679510235786438,)(-0.019073486328125,)(-0.05098680406808853,)(-0.0004899336490780115,)(-0.9993785619735718,)
2020-04-21T19:20:09.882768(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:09.908145(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:09.932365(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:09.958867(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:09.983012(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:10.008550(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:10.033704(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:10.060112(0.010417431592941284,)(0.04840477555990219,)(-0.002185821533203125,)(-0.05908448249101639,)(0.007567118387669325,)(-0.9989040493965149,)
2020-04-21T19:20:10.084490(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.110181(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.135266(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.161105(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.186094(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.211499(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.236689(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.262160(0.08190083503723145,)(0.009872592985630035,)(0.10764694213867188,)(-0.06387188285589218,)(-0.002636392368003726,)(-0.9986345767974854,)
2020-04-21T19:20:10.287356(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.311574(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.337163(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.363048(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.387612(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.413743(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.438359(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.463711(-0.12303668260574341,)(0.04394328594207764,)(-0.11539554595947266,)(-0.04967228323221207,)(-0.06036096438765526,)(-0.9976205825805664,)
2020-04-21T19:20:10.489359(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.514401(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.540644(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.565303(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.590976(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.615846(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.643585(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.670359(0.24675250053405762,)(-0.06757919490337372,)(0.04849815368652344,)(-0.054763853549957275,)(0.006119150668382645,)(-0.99916011095047,)
2020-04-21T19:20:10.695865(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.721464(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.746665(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.772413(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.798096(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.823227(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.848212(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.874374(-0.15234878659248352,)(0.02902785688638687,)(-0.008985519409179688,)(-0.050250157713890076,)(-0.0034400804433971643,)(-0.9994101524353027,)
2020-04-21T19:20:10.898454(-0.10559196770191193,)(0.06933364272117615,)(-0.09071731567382812,)(-0.02133447490632534,)(-0.007211638148874044,)(-1.0004252195358276,)
